50_50_100	185.99278700885407 0.60880195599022 0.07371713824501094 0.37803947585951264 1.119008710284294 0.2653677709818692 0.09623780527930777 -0.3882176486819825 1.6159530545934495 0.5551880289818092 0.08824473384462964 -8.837599856833267 3.0545772999872187 -0.6108710558522247 0.6719479275153811 -0.7876280588161032 0.4243734997682138 -0.5069565967265369 0.05756195715094777 -0.1312427341637682 0.06193396901521653 -0.04435139623630368 -0.020573024658607972 0.11411777332432414 -0.09109109077872293 0.13753641254434557 -0.08751781138636515 0.013771744109794395 -0.10847969449599126 0.07538672243338261 -0.14633807539765525 0.06819824884616303 0.02468170964314978 0.038025459759477805 0.032347022031060234 -0.06305817953596837 0.0 0.0 0.0 0.006184518086577514 0.024301032530128504 0.09364454218843295 0.2480029602016847 0.45923156427211126 0.9814941839906899 1.67824312993566 1.3274622802006943 1.424971397792681 1.3703484251634603 1.0701880796415333 1.0720770569605396 1.1786706241196958 1.2659882599155987 1.2070181316786102 1.2321366855115916 1.0296053080265148 1.4828553568724294 1.1036457287914696 0.9186539686302961 1.0388696010898728 -0.42594932424815535 -0.29219988988106804 -1.0052241291235846 -0.7799284329705493 -0.7376481022281384 -0.6974468603018003 -0.6785087586292172 -0.5687121329782898 -0.513449971159935 -0.47774570942121614 -0.397750539373323 -0.3232480883696444 -0.2556173845297529 -0.20261318030281525 54.904891675199565 0.4880185799461965 0.05458488460891013 0.2656315111083711 5.62454971648823 0.1862999938379875 0.0327457169352368 0.1292128526908471 0.5754550474319584 0.1675605797330379 0.13054600678316583 0.9830943441378633 0.9580192060048887 0.5607415339207352 0.5046993183849184 0.3921196735699856 0.352546076276891 0.2539363765388514 0.24767963439955257 0.2905035685536747 0.1811102201467278 0.15496879707519223 0.15650444019397475 0.15137207618804358 0.1276581106528472 0.12956172634649757 0.15434362076234232 0.1594792934134071 0.1380546781929838 0.11721552601235953 0.10950491159434418 0.09105997608740013 0.09572901193649459 0.10716790931591946 0.09129544947504979 0.09165385982919816 0.0 0.0 0.0 0.016375250716591353 0.04466242159894172 0.09156430515991547 0.19703857047148823 0.33855016141446936 0.5564344512085009 0.5552826032809377 0.6283905764096949 0.522300931012677 0.9667175835170204 0.6436029870438446 0.7048928015072157 0.9794289493186354 0.7202403084711 0.7368754593383102 0.5459107918377087 0.7675927153550713 0.6044804927718173 0.9496512394624029 1.0775442746359598 1.1442321819113281 1.721862170825096 0.5620074383551393 0.3186942355057029 0.20509132727492632 0.18236417545211642 0.16904997481853234 0.15311013454877265 0.1262840750519626 0.11027627307689285 0.10913999194254585 0.09418803128363702 0.09965478384916768 0.09815844734220147 0.10813989348129578
50_50_104	177.8751548508502 0.555765595463138 0.026491067612033816 0.09274133194526919 0.926570563636153 0.20238580703107398 0.09034586530347387 -0.3871792194747055 1.2591453030389945 0.46256119512186444 0.048421143974772575 -8.931294693588905 2.9255468433574707 -0.7741970760101048 0.8741498781526574 -0.42403955599043347 0.5542361751442807 -0.4450033177075982 -0.014779524465319754 -0.17848924482946235 0.05591346392346242 -0.07184883715956986 -0.061137224745880146 0.09057590210958488 -0.07147494292617448 0.1761185604202267 -0.11207312144566448 0.025383487885396943 -0.10515846953123889 0.09374779827783432 -0.069067323291442 0.0014480189500714604 -0.01585037274511385 0.043308561488995 0.047241213430355526 -0.06346869089922695 0.0 0.0 0.0 0.014760444648358743 0.00034190581175081364 -0.09468344563769829 -0.3517949667624449 -0.580293201216204 -0.8578821731771223 -1.2585071789062243 -1.406194380116494 -0.994833137890271 -1.9392956194306945 -1.4199304800160315 -1.2869976292230114 -1.4043786997735936 -1.5813694913479324 -1.6500293384349725 -1.2327768545072328 -1.7900148176257502 -1.6040110885363006 -1.4241451047863818 -1.7560362408466546 -0.8233369820589822 0.23373645331155193 -0.2600960519955573 -0.9390925185801042 -0.7016543296002737 -0.7262695949693988 -0.6924688691123871 -0.6642193399263268 -0.5881217220846031 -0.5209850415864603 -0.4840548497870406 -0.42113506886711805 -0.3370423502199221 -0.2862152768197839 -0.2729308287877575 51.25188631157845 0.49688046687572823 0.023997453494105928 0.07202581535355994 5.938265742629353 0.24579154794417826 0.043669219170778865 0.09920578102647568 0.5211568935567489 0.11705555253719921 0.07792488804662333 1.4727276563838652 0.8138515888068973 0.7220930196124834 0.45893638171550555 0.41154352296044183 0.25212564087275485 0.28748126637430726 0.2217972685559868 0.2138342572106197 0.161069815577267 0.13406632863125292 0.18288267260206378 0.13578773619441173 0.12649737681913542 0.15349379406068434 0.13014358245214452 0.12446050824594523 0.1211425971191834 0.11618121863663167 0.11190478705929645 0.09307891543324093 0.09015094178172059 0.09935221058688296 0.09386180338713405 0.08041430308511147 0.0 0.0 0.0 0.06194666743777888 0.17191673942291735 0.420467073315393 1.0567501451410912 1.370416482382062 1.5323167738069012 1.55909536795469 1.7852157369589994 1.8360951347526262 1.131045131718836 1.943166726251898 2.110873038999292 1.8358281116570438 1.802647136901733 1.7944094449178853 1.9257884581220748 1.2139088615290066 1.6062352773187552 1.8978157012480732 1.5692965698389443 2.3288390605821876 1.57796140908996 0.5077362433345968 0.27670095871602207 0.18702529592194342 0.17325459216959505 0.15323942996115433 0.13364893368167022 0.12214139506950313 0.10046662487318307 0.09311257121690945 0.09511513502037597 0.0853003684839821 0.08865264818273198 0.09102948292447528
50_50_105	182.2044191319939 0.40930232558139534 0.023618050835848482 0.0919598859366988 0.5856335984615649 0.20159730557396452 0.09189330974685886 -0.3567610910373505 1.3497424787443901 0.43209927907628753 0.07866976163777087 -9.291440993187848 2.6529093028782964 -0.5405880889062453 0.8401572866276499 -0.5640174117268403 0.45827029125345203 -0.432649732673832 0.11719964466138143 -0.23415897646944975 0.03255467484000632 0.0308460459033809 0.040202747277075845 0.05395823965866854 -0.060201150548979614 0.10247810243274066 -0.1769819354665741 0.10887650744493611 -0.05651021175428262 0.08184108272116697 -0.15447997476044603 0.0510120187951181 -0.0027523823802137015 0.028737605868531992 0.07039396124492373 -0.08496310821114213 0.0 0.0 0.0 -0.00831724281925568 -0.07098695740212373 -0.1766585023731234 -0.3625794722185407 -0.6564080383738161 -0.8074880314313618 -1.0112480791707872 -1.152497672185825 -1.1557513181988543 -1.2062917411327865 -0.9719108661825926 -0.5458922663042913 -0.8683965536648199 -1.2600985484325837 -1.2082253003722716 -1.036715365443749 -0.6002620118130133 -1.0136222347566095 -1.1523037663114475 -1.3069981624136813 -0.875817260643941 -0.1752237828411304 -0.16169170753292858 -0.8736491471716503 -0.7406199087508412 -0.7097044189467272 -0.6788489340752017 -0.6481384152337217 -0.5773346231130533 -0.5126395409304169 -0.4524850771052461 -0.38624002906533894 -0.34589939934636427 -0.2975011901009203 -0.2491618307599049 53.13378063848051 0.49170512693590734 0.026451277501939287 0.08481908247960462 4.469709399376073 0.272354702762244 0.045500805355423 0.14044526156077672 0.5491444658030031 0.112621275173386 0.1653555830812644 1.41412560311857 0.9902751497332345 0.6426068294991503 0.5841801469389162 0.3467714965106454 0.26381803894211303 0.19457788458922357 0.22801651536886997 0.19947745847074969 0.16228166136740757 0.11788523277344698 0.11972057630518664 0.1281219322629844 0.13002491894402263 0.10952040098109317 0.13582239430675558 0.13715443538559036 0.11936900669132283 0.09044807506789326 0.13027623255548032 0.08914684319170516 0.08215728479800051 0.0890491997354656 0.08996548208284615 0.08964076058442201 0.0 0.0 0.0 0.014789894788835025 0.108638170599908 0.21548847387312772 0.4142040789581051 0.7329180395833902 1.0959748480339584 1.2361741025506312 1.5474373244162385 1.2962177527546617 1.4939423793008066 1.8953925998292223 1.873859626296671 2.1048885907379256 1.4688596481556702 1.8961107301587425 1.6115887841040215 1.7296856362290085 1.559503258678289 1.4897599188424986 1.6877486596706486 1.8783034956248996 1.7634556707826468 0.533053480588167 0.26419541699217886 0.20504425324579045 0.1794948598011716 0.16305976912803138 0.14959901699598457 0.14000211256923864 0.12453877381394025 0.10768333841599691 0.10259498225892578 0.1003969848704856 0.10247005064865422 0.09707891053294601
50_50_106	196.75857052154194 0.7728 0.10005731326095847 0.43022586290534365 2.7269547302603647 0.27865494733038815 0.09986441847889391 -0.39032478505303253 1.854176925422126 0.5655823827937373 0.021979048704533734 -8.317617627927113 3.2877983976164775 -0.7485827727144849 0.776966975472909 -0.6439876543331331 0.660337721957622 -0.5144622295935672 0.02684579009705028 -0.1697853042079667 -0.03556012735890394 -0.022102105039603023 -0.009890253080192622 0.06945516237369348 -0.11036916087956444 0.1522901727761816 -0.0318279987057169 0.026463752178501908 -0.1379566060439725 0.1505119900463633 -0.1679009426831088 0.04204084482124349 0.04241491776816261 -0.009151286752617496 0.05952125142856562 -0.050774021458414684 0.0 0.0 0.0 -0.0007246141543780482 0.0033532185775012194 0.05423603500101278 0.19420901215537625 0.3694089842924224 0.726078085945764 1.1381278234658512 1.0125220328471973 1.3270847562164345 1.2370819461178253 0.8645061021246835 1.0454080941437878 0.9861321490245535 0.9542943467508236 0.9362502557230473 0.6908848753494725 0.4743122624616466 0.8724446698064253 0.7244356840353833 0.8254264505160831 0.49428305740152434 0.31624318609978996 -0.39625844222021417 -1.1494003634452572 -0.8196584334330513 -0.7756257580634462 -0.7218178873945297 -0.7091849800613078 -0.5772027585537308 -0.5221819125463679 -0.4816886754808571 -0.36044834018565514 -0.2937139554486947 -0.2215353202545727 -0.16067671784285772 52.72835248233808 0.4190228633380284 0.05834692854778751 0.23663512740787593 5.984596834489648 0.19221577837175235 0.030538499019940723 0.14909784138788998 0.5968659187741918 0.15065065245339113 0.04557764510221637 0.8975515035434467 1.0833872560381648 0.6768819751072543 0.6494349313481411 0.3833173245860959 0.24428675377755257 0.21746686464668594 0.22051974694530346 0.25580466874687646 0.17902618795332303 0.1635800523287038 0.15719993350615327 0.17510266697527735 0.13385430950706517 0.15382051531713406 0.1416183601221534 0.1750673200966455 0.11606908056721901 0.12194004009414594 0.11220537626405998 0.10455925077354156 0.11284955510366451 0.1052871894973448 0.09081792557008776 0.11090249403802924 0.0 0.0 0.0 0.008725265984397889 0.03265531132388257 0.07089499576775038 0.16698724584749636 0.28599694876757026 0.45814282320638255 0.5894804092143087 0.6135600526310612 0.45676748109625 0.5569953122187361 0.4489471515297278 0.4067377255815763 0.4200006115213032 0.664861436808585 0.49437938257198616 0.6809915408296721 0.9501591261184515 0.48352029558031423 0.5346393719709589 0.5468679616113648 0.8054475290542741 1.8273405296269023 0.48628555756235087 0.3333836901830813 0.19368467683481383 0.16306432236538118 0.1426464541992215 0.1492732546643644 0.13206472047306583 0.10079966630020078 0.09744156180032987 0.09584144931941015 0.10047573877007505 0.0918755801598372 0.10318545339357456
50_50_22	200.4319191398957 0.6340694006309149 0.07425126244970666 0.3045316706459537 -0.08737213594984827 0.22871883825672942 0.09827180647594803 -0.4034541633622306 1.740836293059082 0.5140071641876384 0.12323797852877047 -8.964225852799018 3.2166484519764955 -0.7514056359033426 0.3397338576941751 -0.5197156468545138 0.44090160613809126 -0.4820025432832674 0.1723863029377749 -0.1944208685639309 0.05756910169436686 0.014570530140451218 -0.0509686436958551 0.07836057921408446 -0.13211460843337294 0.05361577126450837 -0.14861462775573744 0.02306441102739276 -0.05021510527084225 0.11762200498321064 -0.01577751866570022 0.07604152392446671 -0.08584348008421323 0.02211478598039944 0.03390171725818972 -0.038404274781282416 0.0 0.0 0.0 0.004361540563856146 0.020316241775304996 0.046643474046410734 0.09962432551111816 0.1448472384660609 0.2302688389480607 0.7692221746479837 1.0983275640720953 0.6627102064028482 0.5433327805527773 0.6374667588399571 0.4576045182121112 0.4831195454229153 0.45263693734709237 0.38676951589499053 0.5865178822844407 0.7753392397825013 0.8657091200736892 0.8414309016061656 0.62673550466946 0.9488407855896975 -0.12399409639319539 -0.295418897124326 -1.0621423657259326 -0.8019330265807274 -0.7603116165157968 -0.7452457716298364 -0.6977874961355273 -0.5805226157772725 -0.5110155413625829 -0.4446957570085368 -0.35970266137239865 -0.31585951417807984 -0.26502789194012283 -0.1857722368249099 65.78992761316137 0.48169014502527174 0.05165282437938581 0.22790286574322502 6.930785965506066 0.21415513632849545 0.03140913404470486 0.10560786351347116 0.5823150655048939 0.12965231852730782 0.1641808668891229 1.1459503646706666 0.9115446309413063 0.6406579979683067 0.5067744652473767 0.36631258591712423 0.2544265290307834 0.2753948704213931 0.25317422727552374 0.20813013745866663 0.1954247315902252 0.1591251103179101 0.14844444042406818 0.13828532960967285 0.13755376343505382 0.15003798799844223 0.11960754339709934 0.11202272646654265 0.10131483985170685 0.10244669990987046 0.1029168773282382 0.1020117847529717 0.10616653973610513 0.08025414976402184 0.08728378193337002 0.08856067834858503 0.0 0.0 0.0 0.01213168858752864 0.06435722942385438 0.12922770250560037 0.19509881481994687 0.1965511320127686 0.2187793858035285 0.47488609184940284 0.7006755276639249 0.47396394053149465 0.6221674346592417 0.9615293212426022 0.9103481777801083 0.956644086059686 0.9186907982681098 0.9489392595494047 0.4777007372060563 0.5786830442067419 1.0023564730105932 0.8080001550840819 0.6745488322744584 0.5862984367737795 2.1968350686916924 0.4554216712584656 0.3211847727927313 0.249080567130438 0.22491040322474584 0.17997856055921305 0.14469844366854695 0.11085127992708728 0.10537294824259907 0.10787381846636686 0.13576335196215436 0.13871820113398822 0.13814200060239917 0.14311369903473256
50_50_24	377.16615315782514 0.5762331838565022 0.043122417185480336 0.15980419807340762 1.5423138210258003 0.20836313338156429 0.0946147297705629 -0.4218638539991747 1.460772730176576 0.4781739491685405 0.029044649691139166 -8.412468137728933 3.326782102999798 -0.962263419738319 0.6470043939540551 -1.01675430990663 -0.17934282755464012 -0.2266815114573961 0.2659222432259047 0.14315921814492513 0.13406573605906716 -0.060357364475844395 -0.1281117769306345 0.115072589923605 -0.07148256257905759 0.08159644932147508 -0.09419882927424114 0.034727902504231425 0.0025471362363001866 0.04176916983209144 -0.0756988943040913 0.029881334229156335 0.04343953736366531 -0.05723101130068888 0.005373493733528007 0.02043792997397457 0.0 0.0 0.0 0.0 0.0 0.0009735668492739349 0.0025755201158588425 0.0011623557358848926 -0.0044807045766727 0.05095434833813994 0.16935514521566813 0.3186642773911645 0.474912214226029 0.1757246533447841 0.2973112943397496 0.08880447488810136 0.06348871136261801 0.06836968630811285 0.5331608301197267 0.7166598056459764 0.42458393022597357 1.0291965086404127 1.1021389398695058 -0.6277322005444664 -0.06564796511289986 -0.8110182444970763 -1.8314696258769645 -1.3531506825768482 -1.1907194390408304 -0.9019179471638312 -0.6967269486959957 -0.4051201439803179 -0.1866985840070789 -0.05739099307972159 0.07445599086769893 0.11681791237102535 0.12572979257874514 0.141922065455598 89.47186932447823 0.49415432981923846 0.03076676429902757 0.12464827168074291 4.911876308856443 0.24218688660002555 0.04133816410966074 0.07685820549996426 0.5527881090319436 0.11117162256984432 0.05549959240617615 1.5097575890032415 0.5839641967426736 0.6708897426313266 0.293135936387891 0.5725679688448003 0.33540168335211085 0.22812230277714113 0.19918706080976067 0.23275407890467195 0.1499770917761293 0.14436433849924046 0.16943823916734146 0.12037464225381334 0.0957629093761388 0.11298424630134307 0.08836037822404356 0.12051232577986637 0.10713664671919884 0.10159594028179941 0.10566313650302755 0.08002509264197248 0.1080225484927994 0.1062178182199646 0.07557086336284907 0.08851174669541576 0.0 0.0 0.0 0.0 0.0 0.0020354085708832494 0.007624903268491403 0.020321937760848882 0.057816867356949325 0.1687772420262786 0.4156606647745166 1.1729100979084541 1.4106927362071118 1.4365579165394293 1.669974271817655 1.8882378363018646 1.4844826702120473 1.406118468526241 1.4570120042261028 2.271861669400236 1.8404408771503271 1.8184893333185004 1.6804578743681935 2.2352418651860595 1.4489461611252128 0.6401667940201483 0.5309457319813596 0.288693115619673 0.2467339413213445 0.2252945001446212 0.18238289226483131 0.23085469030393632 0.24881482892598977 0.24495696028593558 0.23553701271458777 0.18012380322019644 0.13931514710147822 0.11233273092007812
50_50_27	220.34198973401112 0.46021840873634945 0.08922450969493279 0.3800400559246837 3.2083316315851 0.25133358920442816 0.09596027724935167 -0.3945819217022374 1.5863510711877242 0.5516178369965252 0.04237894752283393 -8.845900859045495 3.080227380134983 -0.7966824475862714 0.5400833307011104 -0.6506195460896504 0.44578356482359555 -0.42636500037441943 0.0642996733721146 -0.11593838675758318 0.06641998998003919 -0.01994684663392541 0.006036932012332823 0.11457672647423053 -0.10205146246064448 0.12453034556788135 -0.08054402447408802 0.034058303472234965 -0.09849911763374003 0.10541287650968847 -0.08839518925487888 -0.015473440267330987 -0.022590329766326717 0.09435266255067183 0.05469495828627247 -0.12485638749703977 0.0 0.0 0.0 0.0002569725823214755 0.0009536772287091148 0.02812655326166684 0.12301348402146672 0.24757631856931478 0.5134302375972561 0.9471964479881994 1.0087615338198161 1.049568731715102 1.0484271632584325 0.8680280482364949 0.9739301896162403 0.9802730566715719 0.8364176714227675 1.1336861428286145 0.46041047238690347 0.700837564784053 0.6990793543341302 0.9283371150637553 0.8428154646086673 0.8459046752159448 0.06354688726098917 -0.35325775452190183 -1.1570979250797582 -0.8984306529327655 -0.8469947617430961 -0.7841329999034243 -0.7527526331154734 -0.6313855599270499 -0.5515639546379957 -0.47542532822859646 -0.3581276791126144 -0.27056189605708 -0.20424110361934364 -0.14599369150785893 57.67930025507181 0.4984149124941306 0.05340900729887616 0.28122821773180817 4.565531318720703 0.1959592077281642 0.040576571793823124 0.12460803859926863 0.5437389544971356 0.1539937987107443 0.13007915846650733 1.1852374896125566 1.0217248928002611 0.7513876617822856 0.4284700417156559 0.33871810999023494 0.30501291941868075 0.2320951499214058 0.2466392538917511 0.25176292825130897 0.1451637271332703 0.1366158642529075 0.15499598472001386 0.1504127041100934 0.10419398989255556 0.1302967723927557 0.12588622340671646 0.13308818446578075 0.12372224218340852 0.09297694124750527 0.09797785044793667 0.0825158461610985 0.08779430556051336 0.09664357191557686 0.07977909880932565 0.0960505606768278 0.0 0.0 0.0 0.0045305402314449695 0.016815887515973328 0.05936341177155956 0.1631057091638842 0.2937013130188322 0.5842548122027454 1.030822204430504 1.1720441419792762 1.4127119701936743 1.4826037964496046 1.00941289140348 1.1807054364217007 1.2234013956264476 1.0985692755087817 1.0097285373930693 1.392764469663187 1.4952190156707663 1.5424334039653103 0.9432246857070509 1.205981795633148 1.1759660157267988 1.4844714348714434 0.5239034153918112 0.3104093947522476 0.217301989659757 0.19404868107124423 0.17436280453598033 0.14540419213779363 0.13955931005288363 0.13414119684387554 0.11040659678034596 0.09087484663426469 0.09820607849088409 0.09270317084288245 0.09848712091794463
50_50_4	318.29473293803375 0.546583850931677 0.01698276031079076 0.06604655673635068 1.848331039071887 0.4050293972697475 0.13428362833446122 -0.34647726805888085 1.537969616713144 0.4453985210896907 0.03400043847531902 -8.110189911622639 2.843423852542543 -1.4168445453567087 0.4577632443515768 -0.8228917295872451 0.4089210923956559 -0.41628389543581656 0.23254950520333714 -0.03300087243453215 0.1211233100416726 -0.11157514516391967 -0.048517010483786635 0.04481152302337917 -0.024804548021634492 0.18944886738758376 -0.16200533217198337 0.12444604867562467 -0.12520565326096553 0.08918563120081834 -0.09170241094432392 0.03523760890688162 -0.0075563536936513395 0.018676546923239987 0.02629833914914275 -0.05009838626808326 0.0 0.0 0.0 0.0 0.000545148422215764 0.00964501810009251 0.020481932524837397 0.030102512651505393 0.05841530063650053 0.0863699260985207 0.1675532060195074 0.3907307256444676 0.19258791643676884 -0.31951815877583994 -0.4090472676694333 -0.6222159870486687 -0.20751464634348518 -0.2182821099913542 -0.18971434831117925 -0.6176987189079942 -0.7298742851888733 -0.8276682599423962 0.008067251275017685 -0.14641954585254294 0.20442965073871222 -0.4858882075269518 -1.4810513297433046 -1.236197999747012 -1.11576049816987 -0.9997557316383775 -0.8335949167085783 -0.6125296625279977 -0.41481821874711955 -0.247674423708015 -0.12154503963456807 0.00410527123853656 0.07292666710267928 0.1090215100806171 74.82069477508612 0.49782521514320194 0.021164636259283744 0.07072134672944085 8.06916272141336 0.4021051459691322 0.03789874435022032 0.08512473736545473 0.5452114056026348 0.11128535636342807 0.055542848669232654 1.6591586697112668 0.5703122881958987 0.9377922214303293 0.48227422646900175 0.506004991082789 0.2665332741973692 0.26867152448788645 0.20516543240773658 0.17144003844147931 0.15597850600650665 0.11639534517399229 0.1635963223211194 0.10742100408721218 0.12816593189441627 0.1223207029506637 0.13101156051648422 0.10519287873348679 0.10826964732963872 0.11980774981272722 0.07856628564046914 0.07799895500004207 0.08316589799334895 0.068877174107052 0.0807725990916466 0.08858510225204018 0.0 0.0 0.0 0.0 0.0031775892919089018 0.06328688845288111 0.12550186845614622 0.1914127072807613 0.3453524827162326 0.36007585266843184 1.3554693748093627 1.5270918412420136 1.5657972783509493 1.5282923237229518 1.5997539055011467 1.3350705344966185 1.7504455380216624 1.5173001361709384 1.577712970075097 1.7636807130330403 1.387489222074368 1.6936087999628824 1.4877044820575254 0.9857078337614219 1.721992475458527 0.5198853143881039 0.4022079598850512 0.28546768625251173 0.2432186009405854 0.193728309749711 0.14608652306830264 0.15058461066919662 0.15075337003711933 0.17348331080601612 0.18408664673372946 0.1983574071377157 0.18003694092023736 0.15871637026834823
50_50_45	281.8994452149792 0.40129449838187703 0.018503499684589888 0.05577091004065311 3.6636764744626165 0.3649054857386471 0.1178388801924926 -0.3924676465403067 1.3733036099309905 0.4414665467744714 0.018340063202989795 -9.046759995087571 2.8247978142077232 -0.8358750081315809 0.5852854492417807 -0.6113953124706765 0.29532193159425496 -0.3608675196960138 0.15692312574848197 -0.003879846313886629 0.13115608919887356 -0.07272897861279212 -0.03831354526255919 0.07920085626007445 -0.03189421644991752 0.06895159827460488 -0.17167612043211136 0.0682464567196145 -0.07392995535240564 0.12931367110469638 -0.07478855482335145 0.034710203662878504 -0.02130949960873397 0.02675653486638224 0.027576713990383746 -0.09399682962835086 0.0 0.0 0.0 0.0 -0.0021675170465656752 -0.011391352010556206 -0.039028514946254034 -0.0821487226578099 -0.1401360818052831 -0.16656133176762164 -0.12258770294801728 -0.3186698815385435 -0.37497053248793993 -0.8408533194578205 -1.1760261685262388 -0.3002005799087978 -0.27353374472455105 -0.3377699613323283 -0.7297431184812535 -0.7927248624839416 -0.7286955986835135 -0.34358246815136484 -0.20259943729782914 -0.6337632416002923 0.17633521514530748 -0.3603237571864104 -1.2673922757859717 -1.080144102643844 -0.9789274006165355 -0.8860850398809982 -0.8007794375184667 -0.6454015761422602 -0.505175292964886 -0.37192237204198286 -0.2831504400797647 -0.1889029990250444 -0.09954313912413928 -0.05310873277172726 82.66660413268717 0.4901604063470597 0.025712393346488942 0.06811991436789504 5.519405300188027 0.3984883263705194 0.0342049077878136 0.08524776553703714 0.5272296259984052 0.10852428158161544 0.022628678209451438 1.7402080986446218 0.6935987341289301 0.7808804063968862 0.34920860440127965 0.43678643779187437 0.2917514630674947 0.2532893206965384 0.18086771312162814 0.24954809936885503 0.13800403538429018 0.13536042723935718 0.13981159589710915 0.14894407924778233 0.12003154181141791 0.117861225376783 0.14830115786280176 0.12551353484203837 0.10434839163148849 0.11380842075104673 0.0878550611809829 0.09399183421522483 0.0814432557372771 0.07701524664968529 0.06735403539591518 0.09026787166165647 0.0 0.0 0.0 0.0 0.020524870803172182 0.09250825099217717 0.1930191583218612 0.3155012504985093 0.4758764351099431 0.6773770703945018 0.9409396029709216 1.7893071645107967 1.6885509677251902 1.4936667985559464 1.6452288836019333 1.773818621746196 1.6543122912587362 2.1261823241400952 1.5074593666067209 1.630767022691242 1.902227033977975 2.138249817334552 2.141087243377531 2.2825494316931763 1.6512299349027297 0.4732763057272908 0.33032831450284655 0.22550406246705987 0.1994230178902794 0.16789491286381028 0.14075572890086416 0.1194028446845536 0.12611233269061983 0.13478679917456876 0.14298253934822602 0.15934407771347828 0.15197038459141196 0.143746740074485
50_50_46	128.57618733768018 0.5865051903114187 0.021497886116646683 0.09018842646474202 -6.783591713666797 0.2805635647158452 0.08494799375300073 -0.4325961043782564 1.3602066208621202 0.4165815658107659 0.33864984657210173 -9.26328218412456 3.254348569100711 -0.8153239358185959 0.5577530405806803 -0.4844419209112725 0.24079642281641891 -0.3003786211742405 0.04229942725680099 -0.21312999561906737 -0.1303157856184289 -0.18101450915645997 0.00828425315783353 0.0809580719958731 -0.13205832605557352 0.060871357861382085 -0.08111935931093163 -0.06166738717919198 -0.22828977100104159 0.1084987301745736 0.008417615591924008 -0.07192920879928293 0.054575020764042706 0.11328053666423532 0.013730593564872148 -0.04190908183069743 0.0 0.0 0.004251613287501255 -0.09584956364123903 -0.6269905098208981 -1.0773130253368532 -1.1895524942178162 -1.0230792662257957 -1.031542182021569 -1.339355023744958 -1.4405442724409756 -1.5294945003640066 -1.2679237439954654 -1.8445027849220506 -1.5479775521466284 -1.8877462521328543 -1.7234846733034126 -1.4931093437441068 -1.6228227061175986 -1.3605173116448035 -1.6032783437455704 -1.913984668419137 -1.504025949324406 -1.3887400442360998 -0.18535895725289633 -0.2749410052048497 -0.8005616918009206 -0.4541708381281649 -0.518860467398359 -0.511365569658523 -0.5074976381188863 -0.43674908867495266 -0.4106268138656645 -0.4076602668267422 -0.33697545923081773 -0.28417754841102943 -0.29508370009134405 -0.2759663261463998 39.793811696679825 0.4924600004560627 0.018930059876526236 0.07327547161726433 7.539512432641119 0.22431249381696697 0.05226647948566455 0.069912111232416 0.550131231595026 0.11578469142160071 0.2687338821887986 1.2655874482804568 0.6722322364022414 0.5950021403917729 0.2968089393726318 0.2522805123046702 0.2642674282663906 0.23942569899499716 0.19151400853470046 0.23850765080680192 0.21082782397584654 0.13874228136650021 0.14044289708611177 0.1240995144807337 0.12281606284603129 0.12673952197233207 0.14317349460788503 0.1511284422514564 0.17561952310861392 0.11412587351215346 0.13080255768152602 0.12166356760188644 0.12466219017155852 0.1356800142898735 0.08662733942926677 0.09520196128622375 0.0 0.0 0.010997900998936893 0.22100727228412234 0.7691625166062447 0.8719516185606786 0.8808557924493663 1.3288684490805103 1.5983590663372718 1.5911374499270463 1.7600602728169439 1.3175146332174439 1.658929581784452 0.976811968030921 1.3478547944428574 1.0126921103240045 1.1727962533343859 1.5419662623214163 1.600107398937443 1.8065447136179378 1.6143581518742065 0.8124114160198086 1.2811127564924476 1.4034266448419315 1.6924832622517607 0.5681907161707971 0.31932279905985533 0.18820236027899834 0.17067324072969003 0.14559098048494964 0.13412923054488007 0.12004486521623889 0.11016193508228089 0.0953163275417965 0.08971208468017665 0.09679510823218017 0.07040450360278465 0.0774946818217883
